,datetime_beginning_utcdatetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
9/22/2025 9:00:00 AM,9/22/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6374.835,True
9/22/2025 10:00:00 AM,9/22/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6940.091,True
9/22/2025 11:00:00 AM,9/22/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7174.661,True
9/22/2025 12:00:00 PM,9/22/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7464.621,True
9/22/2025 1:00:00 PM,9/22/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7631.085,True
9/22/2025 2:00:00 PM,9/22/2025 10:00:00 AM,RFC,WEST,ATSI,OE,7852.931,True
9/22/2025 3:00:00 PM,9/22/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8325.050,True
9/22/2025 4:00:00 PM,9/22/2025 12:00:00 PM,RFC,WEST,ATSI,OE,8793.713,True
9/22/2025 5:00:00 PM,9/22/2025 1:00:00 PM,RFC,WEST,ATSI,OE,8909.907,True
9/22/2025 6:00:00 PM,9/22/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8648.131,True
9/22/2025 7:00:00 PM,9/22/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8296.291,True
9/22/2025 8:00:00 PM,9/22/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8048.744,True
9/22/2025 9:00:00 PM,9/22/2025 5:00:00 PM,RFC,WEST,ATSI,OE,7925.634,True
9/22/2025 10:00:00 PM,9/22/2025 6:00:00 PM,RFC,WEST,ATSI,OE,7842.534,True
9/22/2025 11:00:00 PM,9/22/2025 7:00:00 PM,RFC,WEST,ATSI,OE,7799.280,True
9/23/2025 12:00:00 AM,9/22/2025 8:00:00 PM,RFC,WEST,ATSI,OE,7714.944,True
9/23/2025 1:00:00 AM,9/22/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7393.252,True
9/23/2025 2:00:00 AM,9/22/2025 10:00:00 PM,RFC,WEST,ATSI,OE,6988.593,True
9/23/2025 3:00:00 AM,9/22/2025 11:00:00 PM,RFC,WEST,ATSI,OE,6580.861,True
9/23/2025 4:00:00 AM,9/23/2025 12:00:00 AM,RFC,WEST,ATSI,OE,6273.776,True
9/23/2025 5:00:00 AM,9/23/2025 1:00:00 AM,RFC,WEST,ATSI,OE,6085.642,True
9/23/2025 6:00:00 AM,9/23/2025 2:00:00 AM,RFC,WEST,ATSI,OE,5960.380,True
9/23/2025 7:00:00 AM,9/23/2025 3:00:00 AM,RFC,WEST,ATSI,OE,5834.209,True
9/23/2025 8:00:00 AM,9/23/2025 4:00:00 AM,RFC,WEST,ATSI,OE,5931.521,True
9/23/2025 9:00:00 AM,9/23/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6206.814,True
9/23/2025 10:00:00 AM,9/23/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6717.232,True
9/23/2025 11:00:00 AM,9/23/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7096.723,True
9/23/2025 12:00:00 PM,9/23/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7304.161,True
9/23/2025 1:00:00 PM,9/23/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7496.330,True
9/23/2025 2:00:00 PM,9/23/2025 10:00:00 AM,RFC,WEST,ATSI,OE,7609.749,True
9/23/2025 3:00:00 PM,9/23/2025 11:00:00 AM,RFC,WEST,ATSI,OE,7773.831,True
9/23/2025 4:00:00 PM,9/23/2025 12:00:00 PM,RFC,WEST,ATSI,OE,7964.854,True
9/23/2025 5:00:00 PM,9/23/2025 1:00:00 PM,RFC,WEST,ATSI,OE,8095.512,True
9/23/2025 6:00:00 PM,9/23/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8228.349,True
9/23/2025 7:00:00 PM,9/23/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8307.682,True
9/23/2025 8:00:00 PM,9/23/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8439.087,True
9/23/2025 9:00:00 PM,9/23/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8485.773,True
9/23/2025 10:00:00 PM,9/23/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8243.648,True
9/23/2025 11:00:00 PM,9/23/2025 7:00:00 PM,RFC,WEST,ATSI,OE,8148.698,True
9/24/2025 12:00:00 AM,9/23/2025 8:00:00 PM,RFC,WEST,ATSI,OE,7941.986,True
9/24/2025 1:00:00 AM,9/23/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7549.761,True
9/24/2025 2:00:00 AM,9/23/2025 10:00:00 PM,RFC,WEST,ATSI,OE,7073.737,True
9/24/2025 3:00:00 AM,9/23/2025 11:00:00 PM,RFC,WEST,ATSI,OE,6717.780,True
9/24/2025 4:00:00 AM,9/24/2025 12:00:00 AM,RFC,WEST,ATSI,OE,6387.658,True
9/24/2025 5:00:00 AM,9/24/2025 1:00:00 AM,RFC,WEST,ATSI,OE,6158.412,True
9/24/2025 6:00:00 AM,9/24/2025 2:00:00 AM,RFC,WEST,ATSI,OE,5977.320,True
9/24/2025 7:00:00 AM,9/24/2025 3:00:00 AM,RFC,WEST,ATSI,OE,5907.763,True
9/24/2025 8:00:00 AM,9/24/2025 4:00:00 AM,RFC,WEST,ATSI,OE,5943.376,True
9/24/2025 9:00:00 AM,9/24/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6160.299,True
9/24/2025 10:00:00 AM,9/24/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6647.138,True
9/24/2025 11:00:00 AM,9/24/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7021.482,True
9/24/2025 12:00:00 PM,9/24/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7175.051,True
9/24/2025 1:00:00 PM,9/24/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7344.875,True
9/24/2025 2:00:00 PM,9/24/2025 10:00:00 AM,RFC,WEST,ATSI,OE,7527.113,True
9/24/2025 3:00:00 PM,9/24/2025 11:00:00 AM,RFC,WEST,ATSI,OE,7726.104,True
9/24/2025 4:00:00 PM,9/24/2025 12:00:00 PM,RFC,WEST,ATSI,OE,7903.399,True
9/24/2025 5:00:00 PM,9/24/2025 1:00:00 PM,RFC,WEST,ATSI,OE,7919.741,True
9/24/2025 6:00:00 PM,9/24/2025 2:00:00 PM,RFC,WEST,ATSI,OE,7797.298,True
9/24/2025 7:00:00 PM,9/24/2025 3:00:00 PM,RFC,WEST,ATSI,OE,7728.797,True
9/24/2025 8:00:00 PM,9/24/2025 4:00:00 PM,RFC,WEST,ATSI,OE,7647.871,True
9/24/2025 9:00:00 PM,9/24/2025 5:00:00 PM,RFC,WEST,ATSI,OE,7653.926,True
9/24/2025 10:00:00 PM,9/24/2025 6:00:00 PM,RFC,WEST,ATSI,OE,7578.632,True
9/24/2025 11:00:00 PM,9/24/2025 7:00:00 PM,RFC,WEST,ATSI,OE,7717.722,True
9/25/2025 12:00:00 AM,9/24/2025 8:00:00 PM,RFC,WEST,ATSI,OE,7603.870,True
9/25/2025 1:00:00 AM,9/24/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7357.716,True
9/25/2025 2:00:00 AM,9/24/2025 10:00:00 PM,RFC,WEST,ATSI,OE,6812.483,True
9/25/2025 3:00:00 AM,9/24/2025 11:00:00 PM,RFC,WEST,ATSI,OE,6385.639,True
9/25/2025 4:00:00 AM,9/25/2025 12:00:00 AM,RFC,WEST,ATSI,OE,6196.330,True
9/25/2025 5:00:00 AM,9/25/2025 1:00:00 AM,RFC,WEST,ATSI,OE,6006.870,True
9/25/2025 6:00:00 AM,9/25/2025 2:00:00 AM,RFC,WEST,ATSI,OE,5849.306,True
9/25/2025 7:00:00 AM,9/25/2025 3:00:00 AM,RFC,WEST,ATSI,OE,5899.576,True
9/25/2025 8:00:00 AM,9/25/2025 4:00:00 AM,RFC,WEST,ATSI,OE,5935.653,True
9/25/2025 9:00:00 AM,9/25/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6200.218,True
9/25/2025 10:00:00 AM,9/25/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6762.254,True
9/25/2025 11:00:00 AM,9/25/2025 7:00:00 AM,RFC,WEST,ATSI,OE,6976.771,True
9/25/2025 12:00:00 PM,9/25/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7113.542,True
9/25/2025 1:00:00 PM,9/25/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7352.429,True
9/25/2025 2:00:00 PM,9/25/2025 10:00:00 AM,RFC,WEST,ATSI,OE,7524.108,True
9/25/2025 3:00:00 PM,9/25/2025 11:00:00 AM,RFC,WEST,ATSI,OE,7613.651,True
9/25/2025 4:00:00 PM,9/25/2025 12:00:00 PM,RFC,WEST,ATSI,OE,7611.618,True
9/25/2025 5:00:00 PM,9/25/2025 1:00:00 PM,RFC,WEST,ATSI,OE,7722.488,True
9/25/2025 6:00:00 PM,9/25/2025 2:00:00 PM,RFC,WEST,ATSI,OE,7665.275,True
9/25/2025 7:00:00 PM,9/25/2025 3:00:00 PM,RFC,WEST,ATSI,OE,7825.302,True
9/25/2025 8:00:00 PM,9/25/2025 4:00:00 PM,RFC,WEST,ATSI,OE,7904.045,True
9/25/2025 9:00:00 PM,9/25/2025 5:00:00 PM,RFC,WEST,ATSI,OE,7899.715,True
9/25/2025 10:00:00 PM,9/25/2025 6:00:00 PM,RFC,WEST,ATSI,OE,7729.493,True
9/25/2025 11:00:00 PM,9/25/2025 7:00:00 PM,RFC,WEST,ATSI,OE,7702.121,True
9/26/2025 12:00:00 AM,9/25/2025 8:00:00 PM,RFC,WEST,ATSI,OE,7548.384,True
9/26/2025 1:00:00 AM,9/25/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7252.411,True
9/26/2025 2:00:00 AM,9/25/2025 10:00:00 PM,RFC,WEST,ATSI,OE,6799.996,True
9/26/2025 3:00:00 AM,9/25/2025 11:00:00 PM,RFC,WEST,ATSI,OE,6421.134,True
9/26/2025 4:00:00 AM,9/26/2025 12:00:00 AM,RFC,WEST,ATSI,OE,6151.481,True
9/26/2025 5:00:00 AM,9/26/2025 1:00:00 AM,RFC,WEST,ATSI,OE,6001.917,True
9/26/2025 6:00:00 AM,9/26/2025 2:00:00 AM,RFC,WEST,ATSI,OE,5854.406,True
9/26/2025 7:00:00 AM,9/26/2025 3:00:00 AM,RFC,WEST,ATSI,OE,5792.475,True
9/26/2025 8:00:00 AM,9/26/2025 4:00:00 AM,RFC,WEST,ATSI,OE,5789.026,True
9/26/2025 9:00:00 AM,9/26/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6036.061,True
9/26/2025 10:00:00 AM,9/26/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6487.712,True
9/26/2025 11:00:00 AM,9/26/2025 7:00:00 AM,RFC,WEST,ATSI,OE,6725.130,True
9/26/2025 12:00:00 PM,9/26/2025 8:00:00 AM,RFC,WEST,ATSI,OE,6943.407,True
9/26/2025 1:00:00 PM,9/26/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7130.616,True
9/26/2025 2:00:00 PM,9/26/2025 10:00:00 AM,RFC,WEST,ATSI,OE,7343.207,True
9/26/2025 3:00:00 PM,9/26/2025 11:00:00 AM,RFC,WEST,ATSI,OE,7541.968,True
9/26/2025 4:00:00 PM,9/26/2025 12:00:00 PM,RFC,WEST,ATSI,OE,7762.695,True
9/26/2025 5:00:00 PM,9/26/2025 1:00:00 PM,RFC,WEST,ATSI,OE,8077.735,True
9/26/2025 6:00:00 PM,9/26/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8062.195,True
9/26/2025 7:00:00 PM,9/26/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8172.824,True
9/26/2025 8:00:00 PM,9/26/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8148.936,True
9/26/2025 9:00:00 PM,9/26/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8181.270,True
9/26/2025 10:00:00 PM,9/26/2025 6:00:00 PM,RFC,WEST,ATSI,OE,7883.759,True
9/26/2025 11:00:00 PM,9/26/2025 7:00:00 PM,RFC,WEST,ATSI,OE,7590.736,True
9/27/2025 12:00:00 AM,9/26/2025 8:00:00 PM,RFC,WEST,ATSI,OE,7348.263,True
9/27/2025 1:00:00 AM,9/26/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7022.008,True
9/27/2025 2:00:00 AM,9/26/2025 10:00:00 PM,RFC,WEST,ATSI,OE,6655.894,True
9/27/2025 3:00:00 AM,9/26/2025 11:00:00 PM,RFC,WEST,ATSI,OE,6254.444,True
9/27/2025 4:00:00 AM,9/27/2025 12:00:00 AM,RFC,WEST,ATSI,OE,5906.125,True
9/27/2025 5:00:00 AM,9/27/2025 1:00:00 AM,RFC,WEST,ATSI,OE,5660.528,True
9/27/2025 6:00:00 AM,9/27/2025 2:00:00 AM,RFC,WEST,ATSI,OE,5552.259,True
9/27/2025 7:00:00 AM,9/27/2025 3:00:00 AM,RFC,WEST,ATSI,OE,5481.496,True
9/27/2025 8:00:00 AM,9/27/2025 4:00:00 AM,RFC,WEST,ATSI,OE,5386.955,True
9/27/2025 9:00:00 AM,9/27/2025 5:00:00 AM,RFC,WEST,ATSI,OE,5490.610,True
9/27/2025 10:00:00 AM,9/27/2025 6:00:00 AM,RFC,WEST,ATSI,OE,5651.532,True
9/27/2025 11:00:00 AM,9/27/2025 7:00:00 AM,RFC,WEST,ATSI,OE,5734.122,True
9/27/2025 12:00:00 PM,9/27/2025 8:00:00 AM,RFC,WEST,ATSI,OE,5893.197,True
9/27/2025 1:00:00 PM,9/27/2025 9:00:00 AM,RFC,WEST,ATSI,OE,6204.746,True
9/27/2025 2:00:00 PM,9/27/2025 10:00:00 AM,RFC,WEST,ATSI,OE,6441.743,True
9/27/2025 3:00:00 PM,9/27/2025 11:00:00 AM,RFC,WEST,ATSI,OE,6606.193,True
9/27/2025 4:00:00 PM,9/27/2025 12:00:00 PM,RFC,WEST,ATSI,OE,6888.431,True
9/27/2025 5:00:00 PM,9/27/2025 1:00:00 PM,RFC,WEST,ATSI,OE,7120.020,True
9/27/2025 6:00:00 PM,9/27/2025 2:00:00 PM,RFC,WEST,ATSI,OE,7429.720,True
9/27/2025 7:00:00 PM,9/27/2025 3:00:00 PM,RFC,WEST,ATSI,OE,7629.197,True
9/27/2025 8:00:00 PM,9/27/2025 4:00:00 PM,RFC,WEST,ATSI,OE,7861.047,True
9/27/2025 9:00:00 PM,9/27/2025 5:00:00 PM,RFC,WEST,ATSI,OE,7860.928,True
9/27/2025 10:00:00 PM,9/27/2025 6:00:00 PM,RFC,WEST,ATSI,OE,7713.421,True
9/27/2025 11:00:00 PM,9/27/2025 7:00:00 PM,RFC,WEST,ATSI,OE,7524.814,True
9/28/2025 12:00:00 AM,9/27/2025 8:00:00 PM,RFC,WEST,ATSI,OE,7250.776,True
9/28/2025 1:00:00 AM,9/27/2025 9:00:00 PM,RFC,WEST,ATSI,OE,6945.585,True
9/28/2025 2:00:00 AM,9/27/2025 10:00:00 PM,RFC,WEST,ATSI,OE,6533.104,True
9/28/2025 3:00:00 AM,9/27/2025 11:00:00 PM,RFC,WEST,ATSI,OE,6121.433,True
9/28/2025 4:00:00 AM,9/28/2025 12:00:00 AM,RFC,WEST,ATSI,OE,5856.715,True
9/28/2025 5:00:00 AM,9/28/2025 1:00:00 AM,RFC,WEST,ATSI,OE,5615.257,True
9/28/2025 6:00:00 AM,9/28/2025 2:00:00 AM,RFC,WEST,ATSI,OE,5440.915,True
9/28/2025 7:00:00 AM,9/28/2025 3:00:00 AM,RFC,WEST,ATSI,OE,5318.927,True
9/28/2025 8:00:00 AM,9/28/2025 4:00:00 AM,RFC,WEST,ATSI,OE,5352.612,True
9/28/2025 9:00:00 AM,9/28/2025 5:00:00 AM,RFC,WEST,ATSI,OE,5327.006,True
9/28/2025 10:00:00 AM,9/28/2025 6:00:00 AM,RFC,WEST,ATSI,OE,5435.860,True
9/28/2025 11:00:00 AM,9/28/2025 7:00:00 AM,RFC,WEST,ATSI,OE,5526.550,True
9/28/2025 12:00:00 PM,9/28/2025 8:00:00 AM,RFC,WEST,ATSI,OE,5772.716,True
9/28/2025 1:00:00 PM,9/28/2025 9:00:00 AM,RFC,WEST,ATSI,OE,6054.561,True
9/28/2025 2:00:00 PM,9/28/2025 10:00:00 AM,RFC,WEST,ATSI,OE,6360.217,True
9/28/2025 3:00:00 PM,9/28/2025 11:00:00 AM,RFC,WEST,ATSI,OE,6736.780,True
9/28/2025 4:00:00 PM,9/28/2025 12:00:00 PM,RFC,WEST,ATSI,OE,7189.665,True
9/28/2025 5:00:00 PM,9/28/2025 1:00:00 PM,RFC,WEST,ATSI,OE,7569.019,True
9/28/2025 6:00:00 PM,9/28/2025 2:00:00 PM,RFC,WEST,ATSI,OE,7817.833,True
9/28/2025 7:00:00 PM,9/28/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8111.871,True
9/28/2025 8:00:00 PM,9/28/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8311.950,True
9/28/2025 9:00:00 PM,9/28/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8382.086,True
9/28/2025 10:00:00 PM,9/28/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8051.532,True
9/28/2025 11:00:00 PM,9/28/2025 7:00:00 PM,RFC,WEST,ATSI,OE,7844.940,True
9/29/2025 12:00:00 AM,9/28/2025 8:00:00 PM,RFC,WEST,ATSI,OE,7643.683,True
9/29/2025 1:00:00 AM,9/28/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7177.367,True
9/29/2025 2:00:00 AM,9/28/2025 10:00:00 PM,RFC,WEST,ATSI,OE,6706.032,True
9/29/2025 3:00:00 AM,9/28/2025 11:00:00 PM,RFC,WEST,ATSI,OE,6277.332,True
9/29/2025 4:00:00 AM,9/29/2025 12:00:00 AM,RFC,WEST,ATSI,OE,5938.878,True
9/29/2025 5:00:00 AM,9/29/2025 1:00:00 AM,RFC,WEST,ATSI,OE,5724.286,True
9/29/2025 6:00:00 AM,9/29/2025 2:00:00 AM,RFC,WEST,ATSI,OE,5630.913,True
9/29/2025 7:00:00 AM,9/29/2025 3:00:00 AM,RFC,WEST,ATSI,OE,5547.958,True
9/29/2025 8:00:00 AM,9/29/2025 4:00:00 AM,RFC,WEST,ATSI,OE,5632.315,True
9/29/2025 9:00:00 AM,9/29/2025 5:00:00 AM,RFC,WEST,ATSI,OE,5873.207,True
9/29/2025 10:00:00 AM,9/29/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6347.562,True
9/29/2025 11:00:00 AM,9/29/2025 7:00:00 AM,RFC,WEST,ATSI,OE,6649.222,True
9/29/2025 12:00:00 PM,9/29/2025 8:00:00 AM,RFC,WEST,ATSI,OE,6837.145,True
9/29/2025 1:00:00 PM,9/29/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7117.111,True
9/29/2025 2:00:00 PM,9/29/2025 10:00:00 AM,RFC,WEST,ATSI,OE,7300.390,True
9/29/2025 3:00:00 PM,9/29/2025 11:00:00 AM,RFC,WEST,ATSI,OE,7504.203,True
9/29/2025 4:00:00 PM,9/29/2025 12:00:00 PM,RFC,WEST,ATSI,OE,7811.686,True
9/29/2025 5:00:00 PM,9/29/2025 1:00:00 PM,RFC,WEST,ATSI,OE,8108.115,True
9/29/2025 6:00:00 PM,9/29/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8310.488,True
9/29/2025 7:00:00 PM,9/29/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8417.195,True
9/29/2025 8:00:00 PM,9/29/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8525.108,True
9/29/2025 9:00:00 PM,9/29/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8351.950,True
9/29/2025 10:00:00 PM,9/29/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8008.568,True
9/29/2025 11:00:00 PM,9/29/2025 7:00:00 PM,RFC,WEST,ATSI,OE,7819.674,True
9/30/2025 12:00:00 AM,9/29/2025 8:00:00 PM,RFC,WEST,ATSI,OE,7728.383,True
9/30/2025 1:00:00 AM,9/29/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7239.700,True
9/30/2025 2:00:00 AM,9/29/2025 10:00:00 PM,RFC,WEST,ATSI,OE,6781.368,True
9/30/2025 3:00:00 AM,9/29/2025 11:00:00 PM,RFC,WEST,ATSI,OE,6278.177,True
9/30/2025 4:00:00 AM,9/30/2025 12:00:00 AM,RFC,WEST,ATSI,OE,6014.502,True
9/30/2025 5:00:00 AM,9/30/2025 1:00:00 AM,RFC,WEST,ATSI,OE,5700.505,True
9/30/2025 6:00:00 AM,9/30/2025 2:00:00 AM,RFC,WEST,ATSI,OE,5642.443,True
9/30/2025 7:00:00 AM,9/30/2025 3:00:00 AM,RFC,WEST,ATSI,OE,5675.734,True
9/30/2025 8:00:00 AM,9/30/2025 4:00:00 AM,RFC,WEST,ATSI,OE,5602.214,True
9/30/2025 9:00:00 AM,9/30/2025 5:00:00 AM,RFC,WEST,ATSI,OE,5788.532,True
9/30/2025 10:00:00 AM,9/30/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6311.817,True
9/30/2025 11:00:00 AM,9/30/2025 7:00:00 AM,RFC,WEST,ATSI,OE,6615.384,True
9/30/2025 12:00:00 PM,9/30/2025 8:00:00 AM,RFC,WEST,ATSI,OE,6781.561,True
9/30/2025 1:00:00 PM,9/30/2025 9:00:00 AM,RFC,WEST,ATSI,OE,6981.814,True
9/30/2025 2:00:00 PM,9/30/2025 10:00:00 AM,RFC,WEST,ATSI,OE,7226.067,True
9/30/2025 3:00:00 PM,9/30/2025 11:00:00 AM,RFC,WEST,ATSI,OE,7460.004,True
9/30/2025 4:00:00 PM,9/30/2025 12:00:00 PM,RFC,WEST,ATSI,OE,7637.057,True
9/30/2025 5:00:00 PM,9/30/2025 1:00:00 PM,RFC,WEST,ATSI,OE,7862.371,True
9/30/2025 6:00:00 PM,9/30/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8026.269,True
9/30/2025 7:00:00 PM,9/30/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8186.269,True
9/30/2025 8:00:00 PM,9/30/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8205.922,True
9/30/2025 9:00:00 PM,9/30/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8233.662,True
9/30/2025 10:00:00 PM,9/30/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8034.595,True
9/30/2025 11:00:00 PM,9/30/2025 7:00:00 PM,RFC,WEST,ATSI,OE,7820.151,True
10/1/2025 12:00:00 AM,9/30/2025 8:00:00 PM,RFC,WEST,ATSI,OE,7673.149,True
10/1/2025 1:00:00 AM,9/30/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7226.322,True
10/1/2025 2:00:00 AM,9/30/2025 10:00:00 PM,RFC,WEST,ATSI,OE,6867.558,True
10/1/2025 3:00:00 AM,9/30/2025 11:00:00 PM,RFC,WEST,ATSI,OE,6433.771,True
10/1/2025 4:00:00 AM,10/1/2025 12:00:00 AM,RFC,WEST,ATSI,OE,6033.262,True
10/1/2025 5:00:00 AM,10/1/2025 1:00:00 AM,RFC,WEST,ATSI,OE,5897.462,True
10/1/2025 6:00:00 AM,10/1/2025 2:00:00 AM,RFC,WEST,ATSI,OE,5725.928,True
10/1/2025 7:00:00 AM,10/1/2025 3:00:00 AM,RFC,WEST,ATSI,OE,5655.809,True
10/1/2025 8:00:00 AM,10/1/2025 4:00:00 AM,RFC,WEST,ATSI,OE,5717.451,True
10/1/2025 9:00:00 AM,10/1/2025 5:00:00 AM,RFC,WEST,ATSI,OE,5936.424,True
10/1/2025 10:00:00 AM,10/1/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6340.699,True
10/1/2025 11:00:00 AM,10/1/2025 7:00:00 AM,RFC,WEST,ATSI,OE,6637.799,True
10/1/2025 12:00:00 PM,10/1/2025 8:00:00 AM,RFC,WEST,ATSI,OE,6757.827,True
10/1/2025 1:00:00 PM,10/1/2025 9:00:00 AM,RFC,WEST,ATSI,OE,6806.155,True
10/1/2025 2:00:00 PM,10/1/2025 10:00:00 AM,RFC,WEST,ATSI,OE,6998.732,True
10/1/2025 3:00:00 PM,10/1/2025 11:00:00 AM,RFC,WEST,ATSI,OE,7087.951,True
10/1/2025 4:00:00 PM,10/1/2025 12:00:00 PM,RFC,WEST,ATSI,OE,7258.264,True
10/1/2025 5:00:00 PM,10/1/2025 1:00:00 PM,RFC,WEST,ATSI,OE,7400.692,True
10/1/2025 6:00:00 PM,10/1/2025 2:00:00 PM,RFC,WEST,ATSI,OE,7390.400,True
10/1/2025 7:00:00 PM,10/1/2025 3:00:00 PM,RFC,WEST,ATSI,OE,7496.313,True
10/1/2025 8:00:00 PM,10/1/2025 4:00:00 PM,RFC,WEST,ATSI,OE,7525.474,True
10/1/2025 9:00:00 PM,10/1/2025 5:00:00 PM,RFC,WEST,ATSI,OE,7493.434,True
10/1/2025 10:00:00 PM,10/1/2025 6:00:00 PM,RFC,WEST,ATSI,OE,7272.202,True
10/1/2025 11:00:00 PM,10/1/2025 7:00:00 PM,RFC,WEST,ATSI,OE,7238.945,True
10/2/2025 12:00:00 AM,10/1/2025 8:00:00 PM,RFC,WEST,ATSI,OE,7082.048,True
10/2/2025 1:00:00 AM,10/1/2025 9:00:00 PM,RFC,WEST,ATSI,OE,6804.457,True
10/2/2025 2:00:00 AM,10/1/2025 10:00:00 PM,RFC,WEST,ATSI,OE,6410.842,True
10/2/2025 3:00:00 AM,10/1/2025 11:00:00 PM,RFC,WEST,ATSI,OE,6043.484,True
10/2/2025 4:00:00 AM,10/2/2025 12:00:00 AM,RFC,WEST,ATSI,OE,5818.990,True
10/2/2025 5:00:00 AM,10/2/2025 1:00:00 AM,RFC,WEST,ATSI,OE,5621.852,True
10/2/2025 6:00:00 AM,10/2/2025 2:00:00 AM,RFC,WEST,ATSI,OE,5521.767,True
10/2/2025 7:00:00 AM,10/2/2025 3:00:00 AM,RFC,WEST,ATSI,OE,5515.224,True
10/2/2025 8:00:00 AM,10/2/2025 4:00:00 AM,RFC,WEST,ATSI,OE,5609.869,True
10/2/2025 9:00:00 AM,10/2/2025 5:00:00 AM,RFC,WEST,ATSI,OE,5781.464,True
10/2/2025 10:00:00 AM,10/2/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6232.319,True
10/2/2025 11:00:00 AM,10/2/2025 7:00:00 AM,RFC,WEST,ATSI,OE,6532.901,True
10/2/2025 12:00:00 PM,10/2/2025 8:00:00 AM,RFC,WEST,ATSI,OE,6704.223,True
10/2/2025 1:00:00 PM,10/2/2025 9:00:00 AM,RFC,WEST,ATSI,OE,6710.431,True
10/2/2025 2:00:00 PM,10/2/2025 10:00:00 AM,RFC,WEST,ATSI,OE,6869.281,True
10/2/2025 3:00:00 PM,10/2/2025 11:00:00 AM,RFC,WEST,ATSI,OE,7017.285,True
10/2/2025 4:00:00 PM,10/2/2025 12:00:00 PM,RFC,WEST,ATSI,OE,7124.595,True
10/2/2025 5:00:00 PM,10/2/2025 1:00:00 PM,RFC,WEST,ATSI,OE,7247.457,True
10/2/2025 6:00:00 PM,10/2/2025 2:00:00 PM,RFC,WEST,ATSI,OE,7342.159,True
10/2/2025 7:00:00 PM,10/2/2025 3:00:00 PM,RFC,WEST,ATSI,OE,7385.146,True
10/2/2025 8:00:00 PM,10/2/2025 4:00:00 PM,RFC,WEST,ATSI,OE,7458.617,True
10/2/2025 9:00:00 PM,10/2/2025 5:00:00 PM,RFC,WEST,ATSI,OE,7474.768,True
