datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
2/19/2024 7:00:00 PM,2/19/2024 2:00:00 PM,RFC,WEST,ATSI,OE,7476.463,True
2/19/2024 8:00:00 PM,2/19/2024 3:00:00 PM,RFC,WEST,ATSI,OE,7270.614,True
2/19/2024 9:00:00 PM,2/19/2024 4:00:00 PM,RFC,WEST,ATSI,OE,7368.061,True
2/19/2024 10:00:00 PM,2/19/2024 5:00:00 PM,RFC,WEST,ATSI,OE,7522.946,True
2/19/2024 11:00:00 PM,2/19/2024 6:00:00 PM,RFC,WEST,ATSI,OE,7826.827,True
2/20/2024 12:00:00 AM,2/19/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7912.105,True
2/20/2024 1:00:00 AM,2/19/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7808.353,True
2/20/2024 2:00:00 AM,2/19/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7558.950,True
2/20/2024 3:00:00 AM,2/19/2024 10:00:00 PM,RFC,WEST,ATSI,OE,7335.243,True
2/20/2024 4:00:00 AM,2/19/2024 11:00:00 PM,RFC,WEST,ATSI,OE,7100.195,True
2/20/2024 5:00:00 AM,2/20/2024 12:00:00 AM,RFC,WEST,ATSI,OE,7016.168,True
2/20/2024 6:00:00 AM,2/20/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6820.509,True
2/20/2024 7:00:00 AM,2/20/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6847.258,True
2/20/2024 8:00:00 AM,2/20/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6877.162,True
2/20/2024 9:00:00 AM,2/20/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6946.175,True
2/20/2024 10:00:00 AM,2/20/2024 5:00:00 AM,RFC,WEST,ATSI,OE,7209.119,True
2/20/2024 11:00:00 AM,2/20/2024 6:00:00 AM,RFC,WEST,ATSI,OE,7801.715,True
2/20/2024 12:00:00 PM,2/20/2024 7:00:00 AM,RFC,WEST,ATSI,OE,8151.304,True
2/20/2024 1:00:00 PM,2/20/2024 8:00:00 AM,RFC,WEST,ATSI,OE,8042.682,True
2/20/2024 2:00:00 PM,2/20/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7953.032,True
2/20/2024 3:00:00 PM,2/20/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7813.681,True
2/20/2024 4:00:00 PM,2/20/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7654.016,True
2/20/2024 5:00:00 PM,2/20/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7489.577,True
2/20/2024 6:00:00 PM,2/20/2024 1:00:00 PM,RFC,WEST,ATSI,OE,7360.463,True
2/20/2024 7:00:00 PM,2/20/2024 2:00:00 PM,RFC,WEST,ATSI,OE,7182.526,True
2/20/2024 8:00:00 PM,2/20/2024 3:00:00 PM,RFC,WEST,ATSI,OE,7045.023,True
2/20/2024 9:00:00 PM,2/20/2024 4:00:00 PM,RFC,WEST,ATSI,OE,7079.479,True
2/20/2024 10:00:00 PM,2/20/2024 5:00:00 PM,RFC,WEST,ATSI,OE,7179.158,True
2/20/2024 11:00:00 PM,2/20/2024 6:00:00 PM,RFC,WEST,ATSI,OE,7529.135,True
2/21/2024 12:00:00 AM,2/20/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7586.218,True
2/21/2024 1:00:00 AM,2/20/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7516.759,True
2/21/2024 2:00:00 AM,2/20/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7329.325,True
2/21/2024 3:00:00 AM,2/20/2024 10:00:00 PM,RFC,WEST,ATSI,OE,7128.884,True
2/21/2024 4:00:00 AM,2/20/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6804.122,True
2/21/2024 5:00:00 AM,2/21/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6688.199,True
2/21/2024 6:00:00 AM,2/21/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6543.228,True
2/21/2024 7:00:00 AM,2/21/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6579.322,True
2/21/2024 8:00:00 AM,2/21/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6600.786,True
2/21/2024 9:00:00 AM,2/21/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6629.004,True
2/21/2024 10:00:00 AM,2/21/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6935.102,True
2/21/2024 11:00:00 AM,2/21/2024 6:00:00 AM,RFC,WEST,ATSI,OE,7511.696,True
2/21/2024 12:00:00 PM,2/21/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7828.201,True
2/21/2024 1:00:00 PM,2/21/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7832.619,True
2/21/2024 2:00:00 PM,2/21/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7745.406,True
2/21/2024 3:00:00 PM,2/21/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7647.433,True
2/21/2024 4:00:00 PM,2/21/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7416.646,True
2/21/2024 5:00:00 PM,2/21/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7330.751,True
2/21/2024 6:00:00 PM,2/21/2024 1:00:00 PM,RFC,WEST,ATSI,OE,7252.841,True
2/21/2024 7:00:00 PM,2/21/2024 2:00:00 PM,RFC,WEST,ATSI,OE,7050.057,True
2/21/2024 8:00:00 PM,2/21/2024 3:00:00 PM,RFC,WEST,ATSI,OE,6881.148,True
2/21/2024 9:00:00 PM,2/21/2024 4:00:00 PM,RFC,WEST,ATSI,OE,6988.365,True
2/21/2024 10:00:00 PM,2/21/2024 5:00:00 PM,RFC,WEST,ATSI,OE,7013.283,True
2/21/2024 11:00:00 PM,2/21/2024 6:00:00 PM,RFC,WEST,ATSI,OE,7295.012,True
2/22/2024 12:00:00 AM,2/21/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7189.899,True
2/22/2024 1:00:00 AM,2/21/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7113.534,True
2/22/2024 2:00:00 AM,2/21/2024 9:00:00 PM,RFC,WEST,ATSI,OE,6939.480,True
2/22/2024 3:00:00 AM,2/21/2024 10:00:00 PM,RFC,WEST,ATSI,OE,6614.663,True
2/22/2024 4:00:00 AM,2/21/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6308.227,True
2/22/2024 5:00:00 AM,2/22/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6034.006,True
2/22/2024 6:00:00 AM,2/22/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6001.840,True
2/22/2024 7:00:00 AM,2/22/2024 2:00:00 AM,RFC,WEST,ATSI,OE,5958.583,True
2/22/2024 8:00:00 AM,2/22/2024 3:00:00 AM,RFC,WEST,ATSI,OE,5852.037,True
2/22/2024 9:00:00 AM,2/22/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6040.537,True
2/22/2024 10:00:00 AM,2/22/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6267.723,True
2/22/2024 11:00:00 AM,2/22/2024 6:00:00 AM,RFC,WEST,ATSI,OE,6812.886,True
2/22/2024 12:00:00 PM,2/22/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7195.715,True
2/22/2024 1:00:00 PM,2/22/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7340.968,True
2/22/2024 2:00:00 PM,2/22/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7449.900,True
2/22/2024 3:00:00 PM,2/22/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7557.287,True
2/22/2024 4:00:00 PM,2/22/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7582.422,True
2/22/2024 5:00:00 PM,2/22/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7610.413,True
2/22/2024 6:00:00 PM,2/22/2024 1:00:00 PM,RFC,WEST,ATSI,OE,7572.486,True
2/22/2024 7:00:00 PM,2/22/2024 2:00:00 PM,RFC,WEST,ATSI,OE,7432.457,True
2/22/2024 8:00:00 PM,2/22/2024 3:00:00 PM,RFC,WEST,ATSI,OE,7328.525,True
2/22/2024 9:00:00 PM,2/22/2024 4:00:00 PM,RFC,WEST,ATSI,OE,7341.974,True
2/22/2024 10:00:00 PM,2/22/2024 5:00:00 PM,RFC,WEST,ATSI,OE,7282.589,True
2/22/2024 11:00:00 PM,2/22/2024 6:00:00 PM,RFC,WEST,ATSI,OE,7483.428,True
2/23/2024 12:00:00 AM,2/22/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7397.769,True
2/23/2024 1:00:00 AM,2/22/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7220.297,True
2/23/2024 2:00:00 AM,2/22/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7057.537,True
2/23/2024 3:00:00 AM,2/22/2024 10:00:00 PM,RFC,WEST,ATSI,OE,6728.785,True
2/23/2024 4:00:00 AM,2/22/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6394.092,True
2/23/2024 5:00:00 AM,2/23/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6185.059,True
2/23/2024 6:00:00 AM,2/23/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6054.611,True
2/23/2024 7:00:00 AM,2/23/2024 2:00:00 AM,RFC,WEST,ATSI,OE,5989.418,True
2/23/2024 8:00:00 AM,2/23/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6021.086,True
2/23/2024 9:00:00 AM,2/23/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6172.226,True
2/23/2024 10:00:00 AM,2/23/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6426.469,True
2/23/2024 11:00:00 AM,2/23/2024 6:00:00 AM,RFC,WEST,ATSI,OE,6954.001,True
2/23/2024 12:00:00 PM,2/23/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7315.967,True
2/23/2024 1:00:00 PM,2/23/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7437.935,True
2/23/2024 2:00:00 PM,2/23/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7397.039,True
2/23/2024 3:00:00 PM,2/23/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7318.990,True
2/23/2024 4:00:00 PM,2/23/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7164.842,True
2/23/2024 5:00:00 PM,2/23/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7053.052,True
2/23/2024 6:00:00 PM,2/23/2024 1:00:00 PM,RFC,WEST,ATSI,OE,6998.976,True
2/23/2024 7:00:00 PM,2/23/2024 2:00:00 PM,RFC,WEST,ATSI,OE,6861.753,True
2/23/2024 8:00:00 PM,2/23/2024 3:00:00 PM,RFC,WEST,ATSI,OE,6753.643,True
2/23/2024 9:00:00 PM,2/23/2024 4:00:00 PM,RFC,WEST,ATSI,OE,6899.392,True
2/23/2024 10:00:00 PM,2/23/2024 5:00:00 PM,RFC,WEST,ATSI,OE,6932.798,True
2/23/2024 11:00:00 PM,2/23/2024 6:00:00 PM,RFC,WEST,ATSI,OE,7137.642,True
2/24/2024 12:00:00 AM,2/23/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7196.095,True
2/24/2024 1:00:00 AM,2/23/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7143.363,True
2/24/2024 2:00:00 AM,2/23/2024 9:00:00 PM,RFC,WEST,ATSI,OE,6940.856,True
2/24/2024 3:00:00 AM,2/23/2024 10:00:00 PM,RFC,WEST,ATSI,OE,6778.958,True
2/24/2024 4:00:00 AM,2/23/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6505.477,True
2/24/2024 5:00:00 AM,2/24/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6311.323,True
2/24/2024 6:00:00 AM,2/24/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6287.751,True
2/24/2024 7:00:00 AM,2/24/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6219.011,True
2/24/2024 8:00:00 AM,2/24/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6207.890,True
2/24/2024 9:00:00 AM,2/24/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6330.500,True
2/24/2024 10:00:00 AM,2/24/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6538.293,True
2/24/2024 11:00:00 AM,2/24/2024 6:00:00 AM,RFC,WEST,ATSI,OE,6763.951,True
2/24/2024 12:00:00 PM,2/24/2024 7:00:00 AM,RFC,WEST,ATSI,OE,6913.740,True
2/24/2024 1:00:00 PM,2/24/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7279.454,True
2/24/2024 2:00:00 PM,2/24/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7306.814,True
2/24/2024 3:00:00 PM,2/24/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7124.402,True
2/24/2024 4:00:00 PM,2/24/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7117.430,True
2/24/2024 5:00:00 PM,2/24/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7053.825,True
2/24/2024 6:00:00 PM,2/24/2024 1:00:00 PM,RFC,WEST,ATSI,OE,6928.971,True
2/24/2024 7:00:00 PM,2/24/2024 2:00:00 PM,RFC,WEST,ATSI,OE,6884.593,True
2/24/2024 8:00:00 PM,2/24/2024 3:00:00 PM,RFC,WEST,ATSI,OE,6720.989,True
2/24/2024 9:00:00 PM,2/24/2024 4:00:00 PM,RFC,WEST,ATSI,OE,6833.001,True
2/24/2024 10:00:00 PM,2/24/2024 5:00:00 PM,RFC,WEST,ATSI,OE,6973.114,True
2/24/2024 11:00:00 PM,2/24/2024 6:00:00 PM,RFC,WEST,ATSI,OE,7378.468,True
2/25/2024 12:00:00 AM,2/24/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7435.351,True
2/25/2024 1:00:00 AM,2/24/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7370.120,True
2/25/2024 2:00:00 AM,2/24/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7310.846,True
2/25/2024 3:00:00 AM,2/24/2024 10:00:00 PM,RFC,WEST,ATSI,OE,7049.305,True
2/25/2024 4:00:00 AM,2/24/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6831.862,True
2/25/2024 5:00:00 AM,2/25/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6735.904,True
2/25/2024 6:00:00 AM,2/25/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6677.093,True
2/25/2024 7:00:00 AM,2/25/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6633.752,True
2/25/2024 8:00:00 AM,2/25/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6595.494,True
2/25/2024 9:00:00 AM,2/25/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6608.067,True
2/25/2024 10:00:00 AM,2/25/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6661.109,True
2/25/2024 11:00:00 AM,2/25/2024 6:00:00 AM,RFC,WEST,ATSI,OE,6804.246,True
2/25/2024 12:00:00 PM,2/25/2024 7:00:00 AM,RFC,WEST,ATSI,OE,6920.407,True
2/25/2024 1:00:00 PM,2/25/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7034.199,True
2/25/2024 2:00:00 PM,2/25/2024 9:00:00 AM,RFC,WEST,ATSI,OE,6969.446,True
2/25/2024 3:00:00 PM,2/25/2024 10:00:00 AM,RFC,WEST,ATSI,OE,6842.466,True
2/25/2024 4:00:00 PM,2/25/2024 11:00:00 AM,RFC,WEST,ATSI,OE,6841.372,True
2/25/2024 5:00:00 PM,2/25/2024 12:00:00 PM,RFC,WEST,ATSI,OE,6738.872,True
2/25/2024 6:00:00 PM,2/25/2024 1:00:00 PM,RFC,WEST,ATSI,OE,6650.503,True
2/25/2024 7:00:00 PM,2/25/2024 2:00:00 PM,RFC,WEST,ATSI,OE,6519.249,True
2/25/2024 8:00:00 PM,2/25/2024 3:00:00 PM,RFC,WEST,ATSI,OE,6434.928,True
2/25/2024 9:00:00 PM,2/25/2024 4:00:00 PM,RFC,WEST,ATSI,OE,6509.655,True
2/25/2024 10:00:00 PM,2/25/2024 5:00:00 PM,RFC,WEST,ATSI,OE,6713.699,True
2/25/2024 11:00:00 PM,2/25/2024 6:00:00 PM,RFC,WEST,ATSI,OE,6943.811,True
2/26/2024 12:00:00 AM,2/25/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7013.237,True
2/26/2024 1:00:00 AM,2/25/2024 8:00:00 PM,RFC,WEST,ATSI,OE,6964.364,True
2/26/2024 2:00:00 AM,2/25/2024 9:00:00 PM,RFC,WEST,ATSI,OE,6757.054,True
2/26/2024 3:00:00 AM,2/25/2024 10:00:00 PM,RFC,WEST,ATSI,OE,6529.768,True
2/26/2024 4:00:00 AM,2/25/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6239.069,True
2/26/2024 5:00:00 AM,2/26/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6168.867,True
2/26/2024 6:00:00 AM,2/26/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6076.762,True
2/26/2024 7:00:00 AM,2/26/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6013.208,True
2/26/2024 8:00:00 AM,2/26/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6073.551,True
2/26/2024 9:00:00 AM,2/26/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6242.055,True
2/26/2024 10:00:00 AM,2/26/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6520.560,True
2/26/2024 11:00:00 AM,2/26/2024 6:00:00 AM,RFC,WEST,ATSI,OE,7094.279,True
2/26/2024 12:00:00 PM,2/26/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7447.113,True
2/26/2024 1:00:00 PM,2/26/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7458.965,True
2/26/2024 2:00:00 PM,2/26/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7305.167,True
2/26/2024 3:00:00 PM,2/26/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7206.262,True
2/26/2024 4:00:00 PM,2/26/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7090.804,True
2/26/2024 5:00:00 PM,2/26/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7021.703,True
2/26/2024 6:00:00 PM,2/26/2024 1:00:00 PM,RFC,WEST,ATSI,OE,7016.199,True
2/26/2024 7:00:00 PM,2/26/2024 2:00:00 PM,RFC,WEST,ATSI,OE,6855.208,True
2/26/2024 8:00:00 PM,2/26/2024 3:00:00 PM,RFC,WEST,ATSI,OE,6697.650,True
2/26/2024 9:00:00 PM,2/26/2024 4:00:00 PM,RFC,WEST,ATSI,OE,6673.302,True
2/26/2024 10:00:00 PM,2/26/2024 5:00:00 PM,RFC,WEST,ATSI,OE,6763.917,True
2/26/2024 11:00:00 PM,2/26/2024 6:00:00 PM,RFC,WEST,ATSI,OE,6962.539,True
2/27/2024 12:00:00 AM,2/26/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7047.001,True
2/27/2024 1:00:00 AM,2/26/2024 8:00:00 PM,RFC,WEST,ATSI,OE,6889.097,True
2/27/2024 2:00:00 AM,2/26/2024 9:00:00 PM,RFC,WEST,ATSI,OE,6679.152,True
2/27/2024 3:00:00 AM,2/26/2024 10:00:00 PM,RFC,WEST,ATSI,OE,6400.640,True
2/27/2024 4:00:00 AM,2/26/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6091.361,True
2/27/2024 5:00:00 AM,2/27/2024 12:00:00 AM,RFC,WEST,ATSI,OE,5909.609,True
2/27/2024 6:00:00 AM,2/27/2024 1:00:00 AM,RFC,WEST,ATSI,OE,5784.964,True
2/27/2024 7:00:00 AM,2/27/2024 2:00:00 AM,RFC,WEST,ATSI,OE,5716.917,True
2/27/2024 8:00:00 AM,2/27/2024 3:00:00 AM,RFC,WEST,ATSI,OE,5745.864,True
2/27/2024 9:00:00 AM,2/27/2024 4:00:00 AM,RFC,WEST,ATSI,OE,5844.808,True
2/27/2024 10:00:00 AM,2/27/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6133.848,True
2/27/2024 11:00:00 AM,2/27/2024 6:00:00 AM,RFC,WEST,ATSI,OE,6658.686,True
2/27/2024 12:00:00 PM,2/27/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7010.187,True
2/27/2024 1:00:00 PM,2/27/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7039.749,True
2/27/2024 2:00:00 PM,2/27/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7091.371,True
2/27/2024 3:00:00 PM,2/27/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7082.759,True
2/27/2024 4:00:00 PM,2/27/2024 11:00:00 AM,RFC,WEST,ATSI,OE,6965.163,True
2/27/2024 5:00:00 PM,2/27/2024 12:00:00 PM,RFC,WEST,ATSI,OE,6909.538,True
2/27/2024 6:00:00 PM,2/27/2024 1:00:00 PM,RFC,WEST,ATSI,OE,6888.456,True
2/27/2024 7:00:00 PM,2/27/2024 2:00:00 PM,RFC,WEST,ATSI,OE,6814.327,True
2/27/2024 8:00:00 PM,2/27/2024 3:00:00 PM,RFC,WEST,ATSI,OE,6734.974,True
2/27/2024 9:00:00 PM,2/27/2024 4:00:00 PM,RFC,WEST,ATSI,OE,6737.828,True
2/27/2024 10:00:00 PM,2/27/2024 5:00:00 PM,RFC,WEST,ATSI,OE,6722.633,True
2/27/2024 11:00:00 PM,2/27/2024 6:00:00 PM,RFC,WEST,ATSI,OE,6941.366,True
2/28/2024 12:00:00 AM,2/27/2024 7:00:00 PM,RFC,WEST,ATSI,OE,6943.974,True
2/28/2024 1:00:00 AM,2/27/2024 8:00:00 PM,RFC,WEST,ATSI,OE,6848.317,True
2/28/2024 2:00:00 AM,2/27/2024 9:00:00 PM,RFC,WEST,ATSI,OE,6588.149,True
2/28/2024 3:00:00 AM,2/27/2024 10:00:00 PM,RFC,WEST,ATSI,OE,6255.969,True
2/28/2024 4:00:00 AM,2/27/2024 11:00:00 PM,RFC,WEST,ATSI,OE,5942.378,True
2/28/2024 5:00:00 AM,2/28/2024 12:00:00 AM,RFC,WEST,ATSI,OE,5785.066,True
2/28/2024 6:00:00 AM,2/28/2024 1:00:00 AM,RFC,WEST,ATSI,OE,5652.190,True
2/28/2024 7:00:00 AM,2/28/2024 2:00:00 AM,RFC,WEST,ATSI,OE,5612.560,True
2/28/2024 8:00:00 AM,2/28/2024 3:00:00 AM,RFC,WEST,ATSI,OE,5533.197,True
2/28/2024 9:00:00 AM,2/28/2024 4:00:00 AM,RFC,WEST,ATSI,OE,5653.161,True
2/28/2024 10:00:00 AM,2/28/2024 5:00:00 AM,RFC,WEST,ATSI,OE,5895.735,True
2/28/2024 11:00:00 AM,2/28/2024 6:00:00 AM,RFC,WEST,ATSI,OE,6370.203,True
2/28/2024 12:00:00 PM,2/28/2024 7:00:00 AM,RFC,WEST,ATSI,OE,6752.402,True
2/28/2024 1:00:00 PM,2/28/2024 8:00:00 AM,RFC,WEST,ATSI,OE,6899.778,True
2/28/2024 2:00:00 PM,2/28/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7065.516,True
2/28/2024 3:00:00 PM,2/28/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7194.576,True
2/28/2024 4:00:00 PM,2/28/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7276.885,True
2/28/2024 5:00:00 PM,2/28/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7343.500,True
2/28/2024 6:00:00 PM,2/28/2024 1:00:00 PM,RFC,WEST,ATSI,OE,7468.271,True
2/28/2024 7:00:00 PM,2/28/2024 2:00:00 PM,RFC,WEST,ATSI,OE,7514.243,True
2/28/2024 8:00:00 PM,2/28/2024 3:00:00 PM,RFC,WEST,ATSI,OE,7548.658,True
2/28/2024 9:00:00 PM,2/28/2024 4:00:00 PM,RFC,WEST,ATSI,OE,7580.141,True
2/28/2024 10:00:00 PM,2/28/2024 5:00:00 PM,RFC,WEST,ATSI,OE,7780.431,True
2/28/2024 11:00:00 PM,2/28/2024 6:00:00 PM,RFC,WEST,ATSI,OE,7953.900,True
2/29/2024 12:00:00 AM,2/28/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7958.692,True
2/29/2024 1:00:00 AM,2/28/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7911.635,True
2/29/2024 2:00:00 AM,2/28/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7686.433,True
2/29/2024 3:00:00 AM,2/28/2024 10:00:00 PM,RFC,WEST,ATSI,OE,7349.693,True
2/29/2024 4:00:00 AM,2/28/2024 11:00:00 PM,RFC,WEST,ATSI,OE,7054.014,True
2/29/2024 5:00:00 AM,2/29/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6914.635,True
2/29/2024 6:00:00 AM,2/29/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6809.618,True
2/29/2024 7:00:00 AM,2/29/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6819.966,True
2/29/2024 8:00:00 AM,2/29/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6796.886,True
2/29/2024 9:00:00 AM,2/29/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6953.533,True
2/29/2024 10:00:00 AM,2/29/2024 5:00:00 AM,RFC,WEST,ATSI,OE,7296.712,True
2/29/2024 11:00:00 AM,2/29/2024 6:00:00 AM,RFC,WEST,ATSI,OE,7797.846,True
2/29/2024 12:00:00 PM,2/29/2024 7:00:00 AM,RFC,WEST,ATSI,OE,8100.074,True
2/29/2024 1:00:00 PM,2/29/2024 8:00:00 AM,RFC,WEST,ATSI,OE,8118.488,True
2/29/2024 2:00:00 PM,2/29/2024 9:00:00 AM,RFC,WEST,ATSI,OE,8006.950,True
2/29/2024 3:00:00 PM,2/29/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7934.711,True
2/29/2024 4:00:00 PM,2/29/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7739.462,True
2/29/2024 5:00:00 PM,2/29/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7633.915,True
2/29/2024 6:00:00 PM,2/29/2024 1:00:00 PM,RFC,WEST,ATSI,OE,7568.864,True
2/29/2024 7:00:00 PM,2/29/2024 2:00:00 PM,RFC,WEST,ATSI,OE,7389.166,True
2/29/2024 8:00:00 PM,2/29/2024 3:00:00 PM,RFC,WEST,ATSI,OE,7189.340,True
2/29/2024 9:00:00 PM,2/29/2024 4:00:00 PM,RFC,WEST,ATSI,OE,7209.106,True
2/29/2024 10:00:00 PM,2/29/2024 5:00:00 PM,RFC,WEST,ATSI,OE,7294.120,True
2/29/2024 11:00:00 PM,2/29/2024 6:00:00 PM,RFC,WEST,ATSI,OE,7544.664,True
3/1/2024 12:00:00 AM,2/29/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7750.032,True
3/1/2024 1:00:00 AM,2/29/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7673.698,True
3/1/2024 2:00:00 AM,2/29/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7497.301,True
3/1/2024 3:00:00 AM,2/29/2024 10:00:00 PM,RFC,WEST,ATSI,OE,7206.268,True
3/1/2024 4:00:00 AM,2/29/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6975.040,True
3/1/2024 5:00:00 AM,3/1/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6802.589,True
3/1/2024 6:00:00 AM,3/1/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6634.581,True
3/1/2024 7:00:00 AM,3/1/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6586.146,True
